calling_number,called_number,start_date,end_date,duration,cell_site
3720381616,3342215329,1645345446,1645346327,881,1558
3438130685,3318227153,1646483861,1646484740,879,1205
3854859043,3984533628,1648370107,1648370442,335,228
3334743610,3168871510,1657766569,1657767218,649,1201
3211945942,3133030435,1653484483,1653485419,936,836
3232304638,3357692565,1658929998,1658930512,514,2312
3590627159,3933558253,1647806181,1647806985,804,2305
3546290525,3708309303,1641682920,1641683492,572,702
3696448766,3081589831,1666992742,1666993160,418,1709
3108998670,3621452884,1661614080,1661614218,138,26
3424476490,3530278315,1651520445,1651520637,192,2309
3369913868,3728506494,1661723510,1661723844,334,354
3667028828,3956191936,1654391149,1654391700,551,2265
3631660076,3016283694,1645885300,1645885914,614,1973
3826573375,3577990920,1664325268,1664326048,780,1064
3927952722,3523394395,1657958609,1657959300,691,2003
3445743049,3958375464,1644935679,1644936554,875,538
3678541527,3559863065,1667677232,1667677394,162,909
3771111014,3370120843,1655011529,1655011904,375,1764
3866541862,3988337484,1658700745,1658700885,140,1369
3731588710,3667528236,1663544320,1663545217,897,2408
3633479779,3273219526,1646764209,1646764240,31,72
3055402951,3745289284,1655964391,1655964665,274,532
3032465570,3790829012,1665417819,1665418454,635,628
3691317999,3120419076,1665596767,1665597081,314,1559
3502554871,3968635893,1650030514,1650031422,908,1231
3592520398,3365381632,1659091088,1659091117,29,1427
3295262122,3220424979,1643274359,1643275133,774,167
3423306122,3907004279,1644199319,1644200213,894,2096
3608071362,3293865251,1641177679,1641178064,385,1450
3432722823,3585553252,1662713714,1662713857,143,2376
3257690557,3236819846,1644578979,1644579256,277,1634
3645537857,3441206388,1641277719,1641278313,594,2322
3382526428,3520758396,1660300007,1660300212,205,1946
3280558341,3315544584,1654816687,1654817219,532,1045
3041809783,3721136961,1659923207,1659923945,738,1605
3862371205,3461938856,1649753750,1649754211,461,1425
3657115450,3964636806,1656778085,1656778488,403,658
3216550436,3840962989,1651388756,1651389433,677,2077
3962773297,3594795944,1656163737,1656164127,390,2417
3190417421,3233932115,1662489801,1662490515,714,2438
3501786397,3442967650,1668249107,1668249773,666,210
3732840219,3563972468,1647030404,1647030871,467,1773
3765472006,3480314503,1654328029,1654328405,376,2238
3307775998,3135119423,1649096658,1649097033,375,2268
3697822889,3288016190,1658039200,1658039785,585,1975
3081028310,3657101592,1648451062,1648451948,886,1690
3347397074,3697822889,1657099860,1657100208,348,1606
3377781677,3039198774,1662641176,1662641615,439,2342
3017883382,3543668840,1669430185,1669430990,805,1365
3543257848,3915336029,1644443786,1644443818,32,2178
3199117399,3492103801,1644640213,1644640717,504,1679
3571173934,3678149544,1662031194,1662032012,818,136
3325962611,3359541123,1652377582,1652377988,406,810
3021968850,3321105707,1644127471,1644127525,54,2328
3914275771,3676132016,1654813357,1654814043,686,1961
3073332785,3604435641,1648246945,1648247448,503,161
3565128218,3984348951,1658208003,1658208193,190,1169
3914427859,3664381582,1664500658,1664501366,708,1597
3865299110,3611763388,1663822912,1663823035,123,202
3318654389,3305299292,1660957912,1660957936,24,253
3465382952,3536903033,1647292952,1647293667,715,225
3380313835,3401611149,1652089444,1652090176,732,1515
3474402148,3747046698,1641687489,1641688026,537,832
3548670552,3676690161,1642481970,1642482277,307,2446
3962695354,3937758732,1656663695,1656664393,698,1785
3532675680,3834174227,1657677941,1657678434,493,1978
3828322397,3704568536,1653161419,1653161430,11,338
3237841242,3063478155,1651931510,1651931559,49,1544
3832703867,3150485567,1654739864,1654740436,572,843
3404008086,3956491451,1665490139,1665490471,332,1541
3501568597,3434090231,1663488631,1663489455,824,1429
3471376255,3773505782,1650516092,1650516132,40,1118
3280046501,3708337100,1655695675,1655696477,802,1351
3866582723,3913071555,1643463242,1643463994,752,633
3933752482,3169486525,1667932294,1667932922,628,2376
3613021322,3370120843,1643905677,1643906260,583,2336
3722199706,3876687977,1661835182,1661835777,595,340
3173969437,3504641910,1661979425,1661979491,66,1095
3704604706,3095503795,1658811955,1658812774,819,767
3902777743,3659701814,1660362236,1660362280,44,1789
3267089074,3587833146,1664280749,1664281543,794,2319
3935022176,3502947486,1657126495,1657126547,52,1183
3188936143,3915686266,1659680616,1659681177,561,1461
3549703546,3690350377,1664495222,1664495477,255,2383
3989206811,3388726341,1645598798,1645599361,563,2385
3232835207,3810320285,1649433307,1649433581,274,1583
3788785252,3577530061,1645165900,1645166783,883,54
3120490643,3651535646,1649995285,1649995879,594,1404
3086273441,3785721693,1659624248,1659624455,207,339
3926612159,3832438123,1665162064,1665162321,257,403
3622950232,3309405529,1652366598,1652367379,781,319
3918383192,3572018229,1667889939,1667890453,514,2406
3734754514,3750123961,1665772158,1665772750,592,517
3469471892,3034643506,1654466230,1654466835,605,1956
3347152834,3997050001,1662643737,1662643995,258,1706
3985239597,3643412582,1661990452,1661991180,728,2465
3139604406,3339025394,1641149926,1641149993,67,1911
3560043638,3166754795,1649078246,1649078421,175,2135
3624911947,3672560021,1657139233,1657139440,207,1202
3836331716,3625772064,1648436290,1648437156,866,1397
3975096180,3152176779,1656415294,1656415351,57,1726
3584309667,3617453316,1664771320,1664771654,334,2029
3687919265,3151323388,1646072959,1646073840,881,1208
3819770312,3235476099,1645151532,1645152163,631,2447
3247590827,3707778731,1657567288,1657567691,403,1922
3476566118,3695360424,1646569094,1646569972,878,493
3796587240,3947369111,1641831848,1641831986,138,2137
3709665583,3182752768,1660069067,1660069307,240,1310
3801410751,3885026939,1650561529,1650562520,991,245
3348735740,3990343743,1649735270,1649735899,629,78
3726520685,3555272427,1666404384,1666405121,737,1212
3618101679,3287082352,1662334324,1662334628,304,312
3678152024,3590384867,1644579198,1644579783,585,2095
3226220903,3357034260,1650899734,1650900597,863,2475
3986631065,3461630480,1649657561,1649658426,865,2190
3187291408,3909309427,1647557126,1647557631,505,1345
3452219424,3956878212,1661087005,1661087113,108,2466
3603786519,3334237477,1652176328,1652176385,57,609
3034288673,3773488272,1662141818,1662142179,361,256
3402019498,3667414511,1645274434,1645275099,665,2332
3758849561,3610480358,1661694558,1661695027,469,1874
3451299629,3148256129,1667844155,1667844227,72,2048
3925690262,3938505582,1644530571,1644530702,131,340
3965137487,3023576817,1654598184,1654598910,726,1770
3832703867,3307306078,1659145159,1659146149,990,1804
3465406980,3312661854,1667005183,1667005359,176,2049
3126995401,3161774382,1666639197,1666639344,147,1500
3266127117,3297684978,1644499534,1644500277,743,189
3110395191,3272563093,1659763630,1659763711,81,622
3922341165,3575784654,1649936721,1649937036,315,1369
3314240169,3884551317,1668888745,1668889407,662,604
3473505436,3230248695,1664349443,1664350195,752,1137
3582168015,3310512172,1644835926,1644836048,122,2033
3197739962,3607580736,1656527461,1656527957,496,1017
3579404607,3900843323,1646896602,1646897564,962,663
3132594209,3879322451,1646039694,1646040268,574,56
3401611149,3274452346,1661251303,1661251610,307,53
3735801716,3804189322,1656985332,1656985792,460,239
3010368174,3480905975,1645349736,1645350201,465,2481
3863676573,3142313032,1655173780,1655174738,958,2357
3520825972,3416521015,1660488839,1660489297,458,1534
3976147939,3645868952,1654243388,1654243641,253,1366
3125911793,3057300178,1641029040,1641029931,891,279
3201276259,3531357820,1646654183,1646654793,610,558
3558492617,3788034142,1649258452,1649258775,323,896
3504641910,3202424407,1643551120,1643551490,370,202
3195274844,3462412055,1654939323,1654939889,566,2372
3591724433,3047388698,1658314136,1658314678,542,745
3603965318,3917984429,1658231833,1658231844,11,1179
3564444579,3858911279,1667782471,1667782687,216,1415
3502432342,3048077825,1666423375,1666423823,448,791
3180600647,3858876644,1666349345,1666350328,983,324
3533954093,3113516667,1667666490,1667666809,319,2481
3753998489,3177915558,1656935203,1656936071,868,1444
3525192232,3625611440,1659067089,1659067326,237,1982
3595560993,3505417530,1657324946,1657325123,177,47
3609310097,3815462032,1648786826,1648787366,540,223
3500948971,3737153063,1661752635,1661753578,943,1846
3866582723,3573969593,1652532053,1652532198,145,1710
3897421758,3730337290,1652236458,1652236637,179,1969
3995288261,3792708367,1668270855,1668271033,178,1899
3935601127,3483254795,1646222465,1646223013,548,1570
3708896596,3034325039,1659543142,1659543470,328,614
3830866959,3236308141,1643230008,1643230476,468,1756
3721870717,3515367610,1660223059,1660223644,585,1499
3429887771,3104050460,1647535287,1647536266,979,2492
3752176146,3118518203,1662708390,1662708665,275,2041
3387264235,3094759406,1653256257,1653256784,527,1741
3251106195,3626457002,1663589942,1663590628,686,1802
3022082086,3794251958,1662705442,1662705914,472,447
3773789419,3127783768,1641917938,1641918403,465,505
3660998516,3102251970,1665279237,1665280205,968,772
3766914780,3729553337,1645171673,1645171732,59,225
3277298737,3233507128,1659420817,1659420850,33,798
3347942747,3263239497,1646107219,1646107738,519,845
3182643672,3022283384,1669331738,1669332339,601,1105
3405155234,3849379963,1643110738,1643110840,102,871
3453143238,3686144397,1656504285,1656504990,705,1144
3961140276,3888260346,1667968351,1667968936,585,2246
3551810435,3273752842,1659898430,1659899282,852,1918
3313079052,3549033213,1641862220,1641862788,568,53
3633111737,3247551122,1669031222,1669032158,936,2239
3993332175,3640508439,1650370174,1650370491,317,146
3152555864,3186787984,1666619495,1666619541,46,2075
3178981589,3870779720,1664571457,1664571950,493,2242
3776027879,3599795440,1669368719,1669369570,851,317
3084940745,3133805973,1662212119,1662212838,719,533
3923259150,3045925838,1653385483,1653386300,817,1932
3916290714,3458815526,1653286082,1653286534,452,927
3793117012,3862939959,1660362687,1660363082,395,1213
3620236387,3896960517,1654789843,1654790382,539,1125
3439364410,3962658092,1658513448,1658513588,140,1705
3393712145,3892023630,1645986639,1645986901,262,1148
3744002702,3447077543,1643288717,1643289077,360,1655
3102760949,3244946730,1647168901,1647169449,548,122
3371767777,3928727074,1652719872,1652719965,93,1331
3397052856,3863665550,1649605143,1649605767,624,697
3034470773,3022283384,1647636597,1647637210,613,2230
3011567148,3670154961,1667430163,1667430828,665,373
3336525489,3671869525,1641969333,1641969939,606,1930
3240435560,3674335911,1641540073,1641540991,918,941
3691879230,3677300151,1661109162,1661109430,268,1972
3271409183,3947174877,1663572581,1663572946,365,694
3509582460,3022283384,1657123133,1657123371,238,2153
3579486534,3343543154,1658083411,1658083922,511,273
3271479070,3241210215,1652973236,1652973813,577,1450
3113760926,3593487418,1667923906,1667924632,726,1963
3870463011,3154288650,1666461394,1666461716,322,2246
3991390314,3097457183,1663198300,1663198620,320,2411
3959504618,3710786724,1641898616,1641899055,439,1143
3424553049,3618941109,1649303659,1649303930,271,144
3228110844,3465229825,1651092532,1651093107,575,439
3673549679,3660513601,1644892025,1644892640,615,615
3569686431,3957803611,1669152976,1669153935,959,1
3202161567,3115669693,1668742606,1668743555,949,369
3868936645,3837157118,1657000321,1657001138,817,1377
3658513045,3149191705,1651018363,1651018451,88,1958
3479778946,3766818968,1669213477,1669213576,99,2261
3062486954,3053166522,1654368377,1654368432,55,1507
3363279084,3297434061,1657329863,1657329983,120,394
3418635865,3179855785,1660955159,1660955623,464,1885
3823161778,3364600039,1655588455,1655589234,779,1946
3345650412,3066546417,1654161853,1654162190,337,1204
3707578213,3013814400,1642277258,1642277990,732,796
3809312897,3398735443,1669554021,1669554298,277,1537
3548511640,3831542177,1656226485,1656226670,185,1840
3606643671,3505196729,1666436862,1666436872,10,599
3017715856,3093178960,1643983421,1643983828,407,200
3287901684,3675093452,1642066157,1642066612,455,1548
3201213219,3848860153,1641643365,1641643384,19,366
3565805050,3046043182,1649533537,1649534342,805,1094
3130561868,3613801852,1661478959,1661479050,91,1952
3340837702,3013073909,1648911658,1648912075,417,1008
3467810757,3006738164,1667357311,1667358231,920,2312
3065434950,3021289375,1666865920,1666866605,685,10
3185977048,3316398180,1643155882,1643156493,611,916
3442477300,3547672806,1664526958,1664527581,623,652
3626505512,3817252660,1663118477,1663118605,128,701
3295385873,3469600523,1650137820,1650138464,644,2473
3293237543,3427127427,1656736351,1656737296,945,1853
3335709869,3819812955,1649074043,1649074221,178,2490
3595270507,3396524452,1642859494,1642859666,172,25
3227246451,3329498574,1652078149,1652078697,548,977
3103625074,3126778118,1644347232,1644348010,778,1272
3835202206,3898494020,1646685642,1646685656,14,863
3833683293,3661747291,1661068072,1661069027,955,2426
3748492935,3988337484,1649595158,1649595663,505,2051
3424476490,3320381981,1652765510,1652765753,243,2418
3833572466,3236522609,1660213657,1660214175,518,1291
3948180125,3054927562,1650436092,1650436891,799,1818
3181578884,3100113266,1660143896,1660143938,42,2023
3710756423,3236325866,1650847289,1650847757,468,854
3676592387,3533954093,1654851580,1654852526,946,144
3674349184,3857687791,1659022933,1659023144,211,155
3964637208,3966056341,1668279779,1668279916,137,1018
3697028552,3509568211,1666426790,1666426815,25,478
3273258651,3828530052,1664041949,1664042690,741,1908
3136810446,3013862518,1653781079,1653781749,670,1223
3882978452,3085429140,1664629807,1664630345,538,1069
3890054358,3858225831,1641874243,1641874786,543,1770
3991673197,3296531648,1643912708,1643913573,865,1138
3846628868,3474081200,1656767248,1656768078,830,2123
3283037458,3598576303,1650571955,1650572031,76,32
3615137704,3167737446,1668998648,1668998992,344,1048
3455537522,3733440098,1649986881,1649987786,905,583
3003972844,3188680599,1656162109,1656162831,722,1430
3061979919,3776398060,1641311260,1641311292,32,357
3053005521,3927646653,1649554452,1649554677,225,1268
3508133844,3488962022,1655648486,1655648629,143,413
3564198089,3906772132,1648419537,1648419587,50,972
3876696308,3632155506,1658249580,1658249703,123,2386
3646151081,3310953839,1669299344,1669299767,423,1646
3125911793,3836855857,1642842427,1642843248,821,1251
3581083030,3065482463,1647392107,1647392177,70,1871
3388628484,3985418000,1650225971,1650226053,82,2487
3645560004,3521160717,1653672517,1653672720,203,575
3306439333,3450102071,1664333576,1664334132,556,1655
3784123884,3769944434,1657537365,1657537563,198,249
3020729502,3351361711,1659697490,1659698174,684,2419
3160515169,3763093748,1645418707,1645419149,442,299
3292365668,3951692395,1663851927,1663852175,248,1812
3345410681,3491272857,1660051924,1660052855,931,1834
3334298803,3907635993,1650342193,1650342318,125,38
3292667822,3590259850,1643069792,1643070042,250,2380
3123815439,3912111332,1641909942,1641910436,494,1122
3958050741,3981019442,1654780185,1654780582,397,91
3435252882,3730337290,1648908701,1648909145,444,1061
3109465057,3099976032,1645958118,1645958582,464,1403
3548670552,3261866390,1651981234,1651981732,498,2362
3070676307,3933460964,1658314721,1658315286,565,1215
3127940283,3649442188,1655765505,1655766153,648,713
3581449963,3154551351,1658646002,1658646769,767,1736
3103404280,3234861737,1647830634,1647831599,965,1517
3703943697,3061982327,1667775119,1667775578,459,455
3385007362,3632284739,1645791503,1645792182,679,2
3968682824,3301994647,1652527771,1652528207,436,142
3564599618,3794447092,1662021476,1662022308,832,2345
3362148197,3785432995,1669420506,1669421260,754,1842
3730533080,3714259747,1648060570,1648061302,732,2266
3057837723,3297949666,1668661169,1668661649,480,2380
3457191473,3259071830,1658884657,1658885221,564,1536
3312203382,3013681789,1664451270,1664451368,98,46
3382983805,3381900638,1646194691,1646195153,462,2138
3344787204,3429101401,1653224307,1653224479,172,992
3678505160,3262377052,1650045029,1650045825,796,2094
3221850819,3719744431,1664809584,1664810376,792,1969
3936360658,3319422840,1667342083,1667342719,636,1258
3061556470,3127403665,1649843783,1649844268,485,1160
3498441448,3772749656,1653806751,1653807264,513,2402
3563738755,3718684083,1647713552,1647713954,402,2245
3212707122,3568965374,1665764150,1665765004,854,61
3412673526,3241425701,1660744440,1660745266,826,411
3691062084,3927886349,1642429362,1642430339,977,1794
3019204329,3499091436,1648487372,1648487652,280,343
3148549210,3379285136,1665235429,1665235671,242,610
3176818286,3239575265,1665095118,1665096019,901,1133
3570335491,3511569871,1641082752,1641083410,658,505
3224128562,3697028347,1643970658,1643971450,792,2495
3178090646,3139198469,1660897669,1660898289,620,2158
3587633750,3618095446,1669572131,1669572971,840,2195
3331439996,3079038995,1652007407,1652008333,926,1583
3776419392,3552494506,1660733176,1660733563,387,334
3017484255,3908312889,1648480718,1648481337,619,1806
3892023630,3779236518,1650404594,1650405464,870,1813
3306669471,3791315348,1663529904,1663529962,58,2151
3544353013,3138755786,1652696858,1652697754,896,72
3234064099,3043256301,1645480466,1645481463,997,647
3887002610,3893828389,1641029803,1641030439,636,1417
3780117215,3823942349,1661040711,1661041355,644,1487
3281397783,3936135558,1654501315,1654501751,436,158
3264339209,3334483625,1645477088,1645477222,134,1315
3254496907,3833333678,1647256303,1647256932,629,448
3801579775,3980971387,1643238303,1643238356,53,1063
3992817916,3575766470,1664832263,1664832807,544,1255
3507363672,3000165786,1655373156,1655373822,666,2194
3437983939,3540799664,1646355033,1646355730,697,67
3932161358,3734621671,1649207243,1649207596,353,653
3963787394,3278843111,1665075608,1665076046,438,106
3902437090,3549549632,1661081539,1661082528,989,1155
3968297784,3188384391,1660490684,1660491469,785,2054
3154991935,3268745445,1655358911,1655359689,778,2157
3218869856,3805314214,1651116849,1651117238,389,1931
3500948971,3735081666,1667123169,1667124088,919,458
3021126829,3592561930,1664843845,1664844609,764,63
3039255124,3185611253,1644303474,1644303507,33,231
3453884967,3739719526,1654370351,1654371202,851,2485
3625034951,3336494171,1658498479,1658498552,73,1512
3911960681,3499272388,1651601498,1651602250,752,145
3830303170,3682793223,1649608387,1649608714,327,2191
3992909356,3016283694,1649429577,1649430233,656,2265
3434010912,3259625938,1669206084,1669206460,376,2052
3325360523,3457341479,1641261853,1641262598,745,2291
3878695242,3020285623,1650600593,1650600605,12,1604
3137350861,3672693214,1664438999,1664439406,407,2418
3598645736,3040521946,1654329681,1654330213,532,1234
3676868183,3963793916,1649058088,1649058970,882,1434
3986885276,3948310967,1652739944,1652739987,43,1301
3896594746,3085412399,1657188335,1657188352,17,1905
3418338710,3227584428,1650111998,1650112989,991,1124
3175929512,3096695477,1642942785,1642943020,235,982
3612878721,3625611440,1666390450,1666391426,976,260
3166521010,3019204329,1657746435,1657747002,567,1008
3881578299,3095661205,1663124262,1663124282,20,1516
3942273552,3692345317,1659724819,1659725513,694,1456
3336494171,3879967963,1657763599,1657764051,452,296
3797295915,3777820691,1654419436,1654419931,495,1806
3117749198,3566534974,1663305535,1663306420,885,948
3502316165,3512353520,1641686958,1641687494,536,1919
3284433811,3903108572,1659157756,1659158726,970,289
3375279811,3128133737,1645515485,1645516409,924,1327
3682993605,3862918742,1664515166,1664515783,617,814
3269629374,3398257086,1663132708,1663132749,41,744
3195504067,3125314664,1641964632,1641965005,373,2034
3786924052,3335275571,1668878066,1668878231,165,1028
3096274177,3977139394,1643581125,1643581205,80,2133
3890117007,3952552328,1653518852,1653519556,704,595
3448952875,3389926670,1663615749,1663616454,705,616
3085931016,3218136112,1656358295,1656358723,428,179
3895542691,3010767150,1655907941,1655908776,835,375
3743934334,3462280366,1658099917,1658100571,654,1599
3929312426,3934125569,1669309962,1669310095,133,2345
3142923526,3339611423,1657745563,1657746323,760,1178
3933742178,3086653619,1641457604,1641458052,448,1284
3098161767,3664242822,1641950940,1641951087,147,2182
3179855785,3344787204,1660940242,1660941091,849,280
3269865212,3764175850,1658967914,1658968099,185,1321
3151554851,3477692188,1655698316,1655698522,206,2071
3066531358,3569600936,1644414777,1644415368,591,72
3318717113,3911439857,1645782601,1645783227,626,1877
3061366261,3442087752,1662610449,1662610705,256,358
3488151008,3166274990,1652322265,1652322403,138,2498
3869495480,3202460554,1651066992,1651067395,403,2239
3147210428,3422703729,1659659767,1659660280,513,1715
3280491285,3249705811,1652793896,1652794555,659,434
3582060994,3993332175,1656769377,1656769446,69,1762
3825036404,3558139345,1652563765,1652564178,413,1034
3332797032,3155294057,1668695485,1668695774,289,1941
3962722941,3404934353,1668727541,1668727587,46,872
3361870766,3749756110,1669205256,1669205984,728,1294
3167737446,3089471552,1662032326,1662032414,88,1191
3743569811,3156538951,1666321007,1666321030,23,345
3197466224,3892800106,1663851760,1663852352,592,2261
3772980352,3426433476,1660745032,1660745066,34,529
3456435173,3790157838,1652594019,1652594125,106,1383
3404317985,3292172583,1654821127,1654821381,254,1602
3237245622,3985491144,1658479460,1658480162,702,1178
3688910009,3104793032,1656537659,1656537692,33,194
3092800496,3526491245,1652978633,1652979485,852,1860
3354233805,3029016525,1665655374,1665655844,470,575
3132802864,3912916652,1644487149,1644487789,640,696
3391262941,3223463387,1665891488,1665891552,64,850
3546859493,3129955835,1643146187,1643146624,437,1172
3832072924,3500097822,1644718058,1644718738,680,1439
3572164547,3289437738,1659036324,1659036601,277,565
3041652512,3372471333,1655704446,1655705225,779,2384
3173535458,3277550058,1655658006,1655658228,222,2060
3533290388,3776939860,1643321962,1643322146,184,1093
3819541125,3344143432,1666183338,1666184000,662,336
3045691620,3081701001,1645002301,1645002834,533,1583
3098342545,3159525512,1647697867,1647698692,825,268
3252843201,3819172879,1668792152,1668792433,281,2400
3284838720,3248892530,1648359751,1648360655,904,12
3328373210,3617340911,1666729778,1666730736,958,1266
3984533628,3004951157,1665136944,1665137254,310,1604
3941689381,3832995595,1653842186,1653842315,129,1357
3640756400,3074795505,1641789333,1641789420,87,7
3760972512,3197176680,1659525475,1659525960,485,2187
3447926518,3690657404,1642743299,1642744277,978,1078
3474376744,3536931244,1653447662,1653448111,449,372
3850546468,3173108957,1651184753,1651185318,565,504
3172502658,3838774657,1663140220,1663140942,722,906
3340337106,3755513433,1669247073,1669247909,836,833
3264831577,3328471090,1657818767,1657819679,912,49
3583591867,3273289104,1653122500,1653123389,889,1315
3517149250,3422106507,1646126950,1646127323,373,1452
3408240731,3990109853,1659733625,1659733827,202,2404
3515161257,3185611253,1656425662,1656426237,575,694
3515941468,3875748779,1659435604,1659436046,442,2453
3673810421,3399479391,1647464842,1647465450,608,1582
3691032308,3205601088,1657356421,1657357416,995,1036
3540550798,3565083183,1652106261,1652106326,65,1223
3949713678,3364893066,1641915929,1641916456,527,1301
3710888381,3064701445,1647873155,1647873225,70,318
3821864560,3109959336,1658592612,1658592922,310,1864
3759737476,3005854023,1657163567,1657164242,675,1034
3178490239,3949771162,1667359896,1667359976,80,1381
3292812509,3720475877,1645364042,1645364867,825,2229
3812239613,3961973688,1662939969,1662940657,688,780
3745712275,3389812297,1647230334,1647230704,370,1857
3664898256,3880290667,1663177626,1663178624,998,161
3412989654,3452067391,1659525502,1659525587,85,1775
3020446596,3412675211,1669553743,1669554530,787,264
3298038439,3073762858,1658511859,1658512093,234,1115
3028267408,3042446262,1647826351,1647826937,586,1881
